"ID","IS_PARKING_ENABLED","NAME","DISPLAY_NAME","OPENING_TIME","CLOSING_TIME","CATEGORY_TYPE_ID","PARKING_TYPE_ID","STRUCTURE_TYPE_ID","POWER_SUPPLY_AVAILABLE","SURVEILLANCE_AVAILABLE","VALET","PARKING_ID_NUMBER","PARKING_AGGREGATOR_ID","ADDRESS_ID","PHOTO_ID","CONTACT_DATA_ID","TICKET_SYSTEM_ID","OWNERSHIP_TYPE_ID","IS_PASS_AVAILABLE","CREATED_ON","CREATED_BY","MODIFIED_ON","MODIFIED_BY","GEOHASH","UNIQUE_ID","LOCATION_ID","COMPANY_ID","IS_ONLINE_BOOKABLE","MULTI_BOOKING_DAYS","IS_MULTI_DAYS_PARKING_ALLOWED","PARKPLUS_RATING","PARKING_DISABLE_ON","IS_CANCELLATION_AVAILABLE","IS_DUPLICATE_PARKING","IS_DISABLED_BY_ADMIN"
9445,1,Central Railway Car Parking Thane West,Central Railway Car Parking Thane West,1970-01-01 09:00:00.000,1970-01-01 21:00:00.000,100019,100004,100001,1,1,0,"16847",100002,9445,9425,4105,,100002,0,2023-08-09 16:35:43.000,SYSTEM,2025-07-31 15:08:28.000,SYSTEM,te7vh,"16847_562_13",16847,562,0,0,0,,2023-09-25 05:43:38.000,0,0,0
9482,1,M.C.G.M Pay & Park Near Bayroute Hotel,M.C.G.M Pay & Park Near Bayroute Hotel,1970-01-01 00:00:00.000,1970-01-01 20:00:00.000,100019,100004,100001,1,1,0,"16895",100002,9482,9462,4142,,100002,0,2023-08-14 15:08:49.000,SYSTEM,2024-03-12 13:03:32.000,SYSTEM,te7ug,"16895_562_13",16895,562,1,0,0,,2023-09-25 05:43:38.000,0,0,0
10347,1,Western Railway Pay and Park Prabhadevi West,Western Railway Pay and Park Prabhadevi West,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"17968",100002,10347,10327,5067,,100002,0,2024-01-09 11:41:54.000,SYSTEM,2024-11-04 06:54:37.000,SYSTEM,te7u1,"17968_562_13",17968,562,1,0,0,,,0,0,0
11062,1,Mantri Square Mall,Mantri Square Mall,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"18008",100002,11062,11042,5782,,100002,0,2024-03-01 16:39:23.000,SYSTEM,2024-03-01 16:39:23.000,SYSTEM,tdr1v,"18008_562_13",18008,562,1,0,0,,,0,0,0
10771,1,Premdeep Promotors DB Halli,Premdeep Promotors DB Halli,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"18178",100002,10771,10751,5491,,100002,0,2024-02-06 18:43:08.000,SYSTEM,2024-03-01 16:38:24.000,SYSTEM,tdr1x,"18178_562_13",18178,562,1,0,0,,,0,0,0
12861,1,Central Railway Pay And Park near Dighe West,Central Railway Pay And Park near Dighe West,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"19289",100002,12861,12821,7581,,100002,0,2024-07-22 17:41:18.000,SYSTEM,2024-11-04 06:53:18.000,SYSTEM,tehjh,"19289_562_13",19289,562,1,0,0,,,0,0,0
13941,1,Janmesh Valet Parking Services near Vileparle,Janmesh Valet Parking Services near Vileparle,1970-01-01 00:01:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"20317",100002,13941,13901,8661,,100002,0,2024-12-10 10:36:56.000,SYSTEM,2025-08-13 13:43:50.000,SYSTEM,te7u9,"20317_562_13",20317,562,0,0,0,,,0,0,0
13988,1,M C G M Pay and Park Public Parking Point D,M C G M Pay and Park Public Parking Point D,1970-01-01 00:01:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"20341",100002,13988,13948,8708,,100002,0,2024-12-18 18:37:51.000,SYSTEM,2024-12-18 18:37:51.000,SYSTEM,te7gc,"20341_562_13",20341,562,1,0,0,,,0,0,0
14062,1,Airport North Land Near Navi Mumbai,Airport North Land Near Navi Mumbai,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"20656",100002,14062,14022,8782,,100002,0,2025-01-11 21:36:54.000,SYSTEM,2025-01-11 21:36:54.000,SYSTEM,te7un,"20656_562_13",20656,562,1,0,0,,,0,0,0
14064,0,NMMC Parking near Sector 15 CBD Belapur,NMMC Parking near Sector 15 CBD Belapur,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"20658",100002,14064,14024,8784,,100002,0,2025-01-11 21:41:05.000,SYSTEM,2025-01-16 12:06:33.000,SYSTEM,te7uj,"20658_562_13",20658,562,1,0,0,,2025-01-16 12:06:32.000,0,0,0
14065,1,"Sector 32 Grounds, Centre of Excellence Football Grounds Kharghar","Sector 32 Grounds, Centre of Excellence Football Grounds Kharghar",1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"20662",100002,14065,14025,8785,,100002,0,2025-01-11 22:06:14.000,SYSTEM,2025-01-11 22:15:18.000,SYSTEM,te7ur,"20662_562_13",20662,562,1,0,0,,,0,0,0
14068,0,Football Ground near DY Patil stadium,Football Ground near DY Patil stadium,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"20664",100002,14068,14028,8788,,100002,0,2025-01-11 22:12:23.000,SYSTEM,2025-01-16 12:07:28.000,SYSTEM,te7um,"20664_562_13",20664,562,1,0,0,,2025-01-16 12:07:28.000,0,0,0
7981,0,DMRC Parking Tilak Nagar,DMRC Parking Tilak Nagar,1970-01-01 09:00:00.000,1970-01-01 20:00:00.000,100019,100004,100001,1,1,0,"7893",100002,7981,7961,2641,,100002,0,2023-06-05 18:39:56.000,SYSTEM,2024-05-28 09:30:57.000,SYSTEM,ttnff,"7893_562_13",7893,562,1,0,0,,2024-05-28 09:30:57.000,0,0,0
8056,1,MCD Parking near Mother House,MCD Parking near Mother House,1970-01-01 10:00:00.000,1970-01-01 20:00:00.000,100019,100004,100001,1,1,0,"7969",100002,8056,8036,2716,,100002,0,2023-06-05 18:42:42.000,SYSTEM,2025-10-27 18:05:59.000,SYSTEM,ttnfk,"7969_562_13",7969,562,0,0,0,,,0,0,0
10770,0,Shaheed Sthal New Bus Adda Metro Station Bike Parking,Shaheed Sthal New Bus Adda Metro Station Bike Parking,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"8277",100002,10770,10750,5490,,100002,0,2024-02-06 16:17:58.000,SYSTEM,2024-06-14 09:45:28.000,SYSTEM,ttp51,"8277_562_13",8277,562,1,0,0,,2024-06-14 09:45:27.000,0,0,0
8168,1,Parking In Side RML Hospital,Parking In Side RML Hospital,1970-01-01 08:00:00.000,1970-01-01 20:00:00.000,100019,100004,100001,1,1,0,"8867",100002,8168,8148,2828,,100002,0,2023-06-05 18:47:54.000,SYSTEM,2025-09-22 13:27:57.000,SYSTEM,ttnfu,"8867_562_13",8867,562,0,0,0,,,0,0,0
11408,1,Chickpet Metro Parking_ Lot 1,Chickpet Metro Parking_ Lot 1,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"8978",100002,11408,11370,6128,,100002,0,2024-04-05 14:18:14.000,SYSTEM,2024-04-05 14:18:14.000,SYSTEM,tdr1v,"8978_562_13",8978,562,1,0,0,,,0,0,0
8237,1,HCG Hospital Parking-Sampangiram Nagar,HCG Hospital Parking-Sampangiram Nagar,1970-01-01 08:00:00.000,1970-01-01 23:00:00.000,100001,100004,100001,1,1,0,"9524",100002,8237,8217,2897,,100002,0,2023-06-05 18:50:35.000,SYSTEM,2023-12-07 10:46:17.000,SYSTEM,tdr1v,"9524_562_13",9524,562,1,0,0,,2023-09-25 05:43:38.000,0,0,0
8182,1,MCGM Pay and Park Anand Nagar-Dahisar,MCGM Pay and Park Anand Nagar-Dahisar,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"9715",100002,8182,8162,2842,,100002,0,2023-06-05 18:48:00.000,SYSTEM,2024-02-26 13:42:31.000,SYSTEM,te7vd,"9715_562_13",9715,562,1,0,0,,2023-09-25 05:43:38.000,0,0,0
8260,1,Multi Level Car Parking-Sarojini Nagar,Multi Level Car Parking-Sarojini Nagar,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"9728",100002,8260,8240,2920,,100002,0,2023-06-05 18:50:45.000,SYSTEM,2024-03-12 13:09:09.000,SYSTEM,ttnfs,"9728_562_13",9728,562,1,0,0,,,0,0,0
9112,1,DMRC GTB Nagar Metro Station-Kingsway Camp,DMRC GTB Nagar Metro Station-Kingsway Camp,1970-01-01 00:00:00.000,1970-01-01 23:59:00.000,100019,100004,100001,1,1,0,"9859",100002,9112,9092,3772,,100002,0,2023-06-06 19:19:19.000,SYSTEM,2025-04-12 18:05:34.000,SYSTEM,ttngk,"9859_562_13",9859,562,1,0,0,,2023-07-31 12:15:35.000,0,0,0
